ID;event;event_number;mp;Source;lineupcat_id;event_number_old;event_number_new
HCME_A__20230802_01;0;100;0;-;MULTI_2023-08-02_01;17;48
ICME_STEREO_A_MOESTL_20230804_01;1;100;37;-;MULTI_2023-08-02_01;17;48
ICME_Wind_MOESTL_20230805_01;1;100;37;-;MULTI_2023-08-02_01;17;48
HCME_A__20230804_01;0;101;0;N12W46;MULTI_2023-08-04_01;16;47
2023-08-04T04:17:00-CME-001;3;101;0;N12W46;MULTI_2023-08-04_01;16;47
ICME_PSP_MOESTL_20230806_01;1;101;0;N12W46;MULTI_2023-08-04_01;16;47
HCME_A__20230831_01;0;102;0;N15W15;MULTI_2023-08-30_01;15;46
2023-08-30T22:12:00-CME-001;3;102;0;N15W15;MULTI_2023-08-30_01;15;46
ICME_PSP_MOESTL_20230901_01;1;102;0;N15W15;MULTI_2023-08-30_01;15;46
HCME_A__20230907_01;0;103;0;-;MULTI_2023-09-07_01;14;45
2023-09-07T02:12:00-CME-001;3;103;0;-;MULTI_2023-09-07_01;14;45
ICME_PSP_MOESTL_20230910_01;1;103;38;-;MULTI_2023-09-07_01;14;45
ICME_STEREO_A_MOESTL_20230912_01;1;103;38;-;MULTI_2023-09-07_01;14;45
ICME_Wind_MOESTL_20230912_01;1;103;38;-;MULTI_2023-09-07_01;14;45
ICME_STEREO_A_MOESTL_20230918_01;1;104;39;-;MULTI_2023-09-18_01;13;44
ICME_Wind_MOESTL_20230918_01;1;104;39;-;MULTI_2023-09-18_01;13;44
ICME_STEREO_A_MOESTL_20230919_01;1;105;40;-;MULTI_2023-09-19_01;12;43
ICME_Wind_MOESTL_20230919_01;1;105;40;-;MULTI_2023-09-19_01;12;43
HCME_A__20230919_01;0;106;0;-;MULTI_2023-09-19_02;11;42
ICME_BEPI_MOESTL_20230922_01;1;106;0;-;MULTI_2023-09-19_02;11;42
HCME_A__20230922_01;0;107;0;N17E25;MULTI_2023-09-22_02;10;41
2023-09-22T02:24:00-CME-001;3;107;0;N17E25;MULTI_2023-09-22_02;10;41
ICME_PSP_MOESTL_20230922_01;1;107;41;N17E25;MULTI_2023-09-22_02;10;41
ICME_STEREO_A_MOESTL_20230924_01;1;107;41;N17E25;MULTI_2023-09-22_02;10;41
ICME_Wind_MOESTL_20230924_01;1;107;41;N17E25;MULTI_2023-09-22_02;10;41
HCME_A__20231010_01;0;108;0;-;MULTI_2023-10-10_01;9;40
2023-10-10T10:24:00-CME-001;3;108;0;-;MULTI_2023-10-10_01;9;40
ICME_SOLO_MOESTL_20231010_01;1;108;0;-;MULTI_2023-10-10_01;9;40
HCME_A__20231016_01;0;109;0;N13E47;MULTI_2023-10-16_01;8;39
2023-10-16T12:09:00-CME-001;3;109;0;N13E47;MULTI_2023-10-16_01;8;39
ICME_SOLO_MOESTL_20231017_01;1;109;0;N13E47;MULTI_2023-10-16_01;8;39
ICME_SOLO_MOESTL_20231103_01;1;110;42;;MULTI_2023-11-03_01;7;38
ICME_STEREO_A_MOESTL_20231104_01;1;110;42;-;MULTI_2023-11-03_01;7;38
ICME_Wind_MOESTL_20231104_01;1;110;42;-;MULTI_2023-11-03_01;7;38
ICME_SOLO_MOESTL_20231104_01;1;111;43;-;MULTI_2023-11-04_01;37;37
ICME_Wind_MOESTL_20231105_01;1;111;43;-;MULTI_2023-11-04_01;37;37
ICME_STEREO_A_MOESTL_20231105_01;1;111;43;-;MULTI_2023-11-04_01;37;37
ICME_SOLO_MOESTL_20231104_02;1;112;44;-;MULTI_2023-11-05_01;36;36
ICME_Wind_MOESTL_20231105_02;1;112;44;-;MULTI_2023-11-05_01;36;36
ICME_STEREO_A_MOESTL_20231105_02;1;112;44;-;MULTI_2023-11-05_01;36;36
HCME_A__20231109_01;0;113;0;S10W10;MULTI_2023-11-09_01;35;35
2023-11-09T12:23:00-CME-001;3;113;0;S10W10;MULTI_2023-11-09_01;35;35
ICME_SOLO_MOESTL_20231111_01;1;113;45;S10W10;MULTI_2023-11-09_01;35;35
ICME_Wind_MOESTL_20231113_01;1;113;45;S10W10;MULTI_2023-11-09_01;35;35
ICME_STEREO_A_MOESTL_20231113_01;1;113;45;S10W10;MULTI_2023-11-09_01;35;35
ICME_STEREO_A_MOESTL_20231201_01;1;114;46;-;MULTI_2023-12-01_01;34;34
ICME_Wind_MOESTL_20231201_01;1;114;46;-;MULTI_2023-12-01_01;34;34
HCME_A__20231205_01;0;115;0;-;MULTI_2023-12-05_01;33;33
ICME_SOLO_MOESTL_20231211_01;1;115;0;-;MULTI_2023-12-05_01;33;33
2023-12-13T00:00:00-CME-001;3;116;0;N06W19;MULTI_2023-12-13_01;32;32
ICME_STEREO_A_MOESTL_20231215_01;1;116;47;N06W19;MULTI_2023-12-13_01;32;32
ICME_Wind_MOESTL_20231215_01;1;116;47;N06W19;MULTI_2023-12-13_01;32;32
HCME_A__20231214_01;0;117;0;N05W54;MULTI_2023-12-14_01;31;31
2023-12-14T17:38:00-CME-001;3;117;0;N05W54;MULTI_2023-12-14_01;31;31
ICME_Wind_MOESTL_20231217_01;1;117;0;N05W54;MULTI_2023-12-14_01;31;31
HCME_A__20240120_01;0;118;0;S15E15;MULTI_2024-01-20_01;30;30
2024-01-20T09:24:00-CME-001;3;118;0;S15E15;MULTI_2024-01-20_01;30;30
ICME_SOLO_MOESTL_20240121_01;1;118;0;S15E15;MULTI_2024-01-20_01;30;30
HCME_A__20240206_02;0;119;0;-;MULTI_2024-02-06_01;29;29
2024-02-06T12:00:00-CME-001;3;119;0;-;MULTI_2024-02-06_01;29;29
ICME_PSP_MOESTL_20240208_01;1;119;0;-;MULTI_2024-02-06_01;29;29
2024-02-21T18:36:00-CME-001;3;119;0;N05W40;MULTI_2024-02-21_01;28;28
ICME_Wind_MOESTL_20240224_01;1;119;48;N05W40;MULTI_2024-02-21_01;28;28
ICME_STEREO_A_MOESTL_20240225_01;1;119;48;N05W40;MULTI_2024-02-21_01;28;28
HCME_A__20240228_01;0;120;0;S16E30;MULTI_2024-02-28_01;27;27
2024-02-28T09:24:00-CME-001;3;120;0;S16E30;MULTI_2024-02-28_01;27;27
ICME_STEREO_A_MOESTL_20240303_01;1;121;49;-;MULTI_2024-03-03_01;26;26
ICME_STEREO_A_MOESTL_20240303_02;1;121;49;-;MULTI_2024-03-03_01;26;26
ICME_Wind_MOESTL_20240303_01;1;121;49;-;MULTI_2024-03-03_01;26;26
ICME_SOLO_MOESTL_20240318_01;1;122;50;-;MULTI_2024-03-18_01;25;25
ICME_Wind_MOESTL_20240321_01;1;122;50;-;MULTI_2024-03-18_01;25;25
ICME_SOLO_MOESTL_20240323_01;1;123;51;-;MULTI_2024-03-23_01;24;24
ICME_Wind_MOESTL_20240324_01;1;123;51;-;MULTI_2024-03-23_01;24;24
ICME_STEREO_A_MOESTL_20240324_01;1;123;51;-;MULTI_2024-03-23_01;24;24
ICME_STEREO_A_MOESTL_20240429_01;1;124;52;-;MULTI_2024-04-29_01;23;23
ICME_Wind_MOESTL_20240430_01;1;124;52;-;MULTI_2024-04-29_01;23;23
ICME_STEREO_A_MOESTL_20240510_01;1;125;53;-;MULTI_2024-05-10_01;22;22
ICME_Wind_MOESTL_20240510_01;1;125;53;-;MULTI_2024-05-10_01;22;22
ICME_STEREO_A_MOESTL_20240510_02;1;126;54;-;MULTI_2024-05-10_02;21;21
ICME_Wind_MOESTL_20240510_02;1;126;54;-;MULTI_2024-05-10_02;21;21
ICME_STEREO_A_MOESTL_20240510_03;1;127;55;-;MULTI_2024-05-10_03;20;20
ICME_Wind_MOESTL_20240511_01;1;127;55;-;MULTI_2024-05-10_03;20;20
ICME_STEREO_A_MOESTL_20240511_01;1;128;56;-;MULTI_2024-05-11_01;19;19
ICME_Wind_MOESTL_20240511_03;1;128;56;-;MULTI_2024-05-11_01;19;19
HCME_A__20240520_01;0;129;0;-;MULTI_2024-05-20_01;18;18
2024-05-20T05:36:00-CME-001;3;129;0;-;MULTI_2024-05-20_01;18;18
ICME_SOLO_MOESTL_20240521_01;1;129;0;-;MULTI_2024-05-20_01;18;18
HCME_A__20240613_01;0;130;0;-;MULTI_2024-06-13_01;17;17
ICME_Wind_MOESTL_20240615_01;1;130;0;-;MULTI_2024-06-13_01;17;17
HCME_A__20240617_01;0;131;0;-;MULTI_2024-06-17_01;16;16
2024-06-17T08:24:00-CME-001;3;131;0;-;MULTI_2024-06-17_01;16;16
ICME_SOLO_MOESTL_20240619_01;1;131;0;-;MULTI_2024-06-17_01;16;16
HCME_A__20240721_01;0;132;0;N15E20;MULTI_2024-07-21_01;15;15
2024-07-21T16:48:00-CME-001;3;132;0;N15E20;MULTI_2024-07-21_01;15;15
ICME_Wind_MOESTL_20240723_01;1;132;0;N15E20;MULTI_2024-07-21_01;15;15
HCME_A__20240727_01;0;133;0;-;MULTI_2024-07-27_01;14;14
ICME_PSP_MOESTL_20240729_01;1;133;0;-;MULTI_2024-07-27_01;14;14
ICME_PSP_MOESTL_20240811_01;1;134;57;-;MULTI_2024-08-11_01;13;13
ICME_PSP_MOESTL_20240811_02;1;134;57;-;MULTI_2024-08-11_01;13;13
ICME_Wind_MOESTL_20240810_01;1;134;57;-;MULTI_2024-08-11_01;13;13
HCME_A__20240814_01;0;135;0;-;MULTI_2024-08-14_01;12;12
2024-08-14T08:23:00-CME-001;3;135;0;-;MULTI_2024-08-14_01;12;12
ICME_Wind_MOESTL_20240817_01;1;135;0;-;MULTI_2024-08-14_01;12;12
ICME_PSP_MOESTL_20240826_01;1;136;58;-;MULTI_2024-08-26_01;11;11
ICME_Wind_MOESTL_20240827_01;1;136;58;-;MULTI_2024-08-26_01;11;11
ICME_PSP_MOESTL_20240911_01;1;137;59;-;MULTI_2024-09-11_01;10;10
ICME_Wind_MOESTL_20240912_02;1;137;59;-;MULTI_2024-09-11_01;10;10
ICME_PSP_MOESTL_20240915_01;1;138;60;-;MULTI_2024-09-15_01;9;9
ICME_Wind_MOESTL_20240916_01;1;138;60;-;MULTI_2024-09-15_01;9;9
HCME_A__20240930_01;0;139;0;-;MULTI_2024-09-30_01;8;8
ICME_SOLO_MOESTL_20240930_01;1;139;0;-;MULTI_2024-09-30_01;8;8
HCME_A__20241003_01;0;140;0;-;MULTI_2024-10-03_01;7;7
ICME_PSP_MOESTL_20241004_01;1;140;61;-;MULTI_2024-10-03_01;7;7
ICME_SOLO_MOESTL_20241004_01;1;140;61;-;MULTI_2024-10-03_01;7;7
HCME_A__20241008_01;0;141;0;-;MULTI_2024-10-08_01;6;6
ICME_Wind_MOESTL_20241010_01;1;141;0;-;MULTI_2024-10-08_01;6;6
HCME_A__20241009_01;0;142;0;-;MULTI_2024-10-09_01;5;5
ICME_SOLO_MOESTL_20241009_01;1;142;0;-;MULTI_2024-10-09_01;5;5
HCME_A__20241011_01;0;143;0;-;MULTI_2024-10-11_01;4;4
ICME_SOLO_MOESTL_20241012_01;1;143;0;-;MULTI_2024-10-11_01;4;4
ICME_SOLO_MOESTL_20241107_01;1;144;62;-;MULTI_2024-11-07_01;3;3
ICME_Wind_MOESTL_20241108_01;1;144;62;-;MULTI_2024-11-07_01;3;3
ICME_SOLO_MOESTL_20241107_02;1;145;63;-;MULTI_2024-11-07_02;2;2
ICME_Wind_MOESTL_20241108_02;1;145;63;-;MULTI_2024-11-07_02;2;2
HCME_A__20241215_01;0;146;0;-;MULTI_2024-12-15_01;1;1
ICME_Wind_MOESTL_20241217_01;1;146;0;-;MULTI_2024-12-15_01;1;1
